Drug_Name,Target_Name,Mol_Desc_1,Mol_Desc_2,Mol_Desc_3,Mol_Desc_4,Mol_Desc_5,Mol_Desc_6,Mol_Desc_7,Mol_Desc_8,Mol_Desc_9,Mol_Desc_10,Mol_Desc_11,Mol_Desc_12,Mol_Desc_13,Mol_Desc_14,Mol_Desc_15,Mol_Desc_16,Mol_Desc_17,Mol_Desc_18,Mol_Desc_19,Mol_Desc_20,Prot_Desc_1,Prot_Desc_2,Prot_Desc_3,Prot_Desc_4,Prot_Desc_5,Prot_Desc_6,Prot_Desc_7,Prot_Desc_8,Prot_Desc_9,Prot_Desc_10,Prot_Desc_11,Prot_Desc_12,Prot_Desc_13,Prot_Desc_14,Prot_Desc_15,Prot_Desc_16,Prot_Desc_17,Prot_Desc_18,Prot_Desc_19,Prot_Desc_20,Binding_Affinity,Interaction_Label
Hydroxychloroquine,TNF,0.4497,0.0936,0.2547,0.7471,0.6819,0.9397,0.4171,0.0292,0.8078,0.3862,0.8372,0.5719,0.4229,0.9351,0.3956,0.1243,0.814,0.1569,0.023,0.513,0.1051,0.0164,0.3172,0.5784,0.0321,0.3572,0.9136,0.6092,0.128,0.2672,0.629,0.1358,0.6451,0.666,0.1091,0.1533,0.1813,0.8354,0.2031,0.2303,434.1,1
Metformin,TNF,0.5206,0.1143,0.4171,0.0179,0.5648,0.2682,0.493,0.5827,0.0533,0.3238,0.4002,0.2593,0.6335,0.7781,0.8719,0.8929,0.6752,0.4961,0.0739,0.4111,0.6047,0.2732,0.1936,0.203,0.6664,0.0249,0.6937,0.5624,0.9561,0.7622,0.3284,0.4643,0.9342,0.146,0.8342,0.8894,0.0585,0.8164,0.2197,0.5984,379.12,1
Ibuprofen,TNF,0.5448,0.2981,0.4078,0.3938,0.6917,0.7762,0.5606,0.5026,0.6435,0.3308,0.5923,0.9748,0.0419,0.882,0.7318,0.4839,0.5873,0.7306,0.3278,0.0003,0.5186,0.2125,0.6745,0.7568,0.3814,0.25,0.8346,0.2802,0.5363,0.1636,0.2133,0.5074,0.3784,0.8513,0.1446,0.6023,0.099,0.0449,0.8645,0.1611,470.04,1
Metformin,TNF,0.3315,0.8218,0.8663,0.5565,0.5378,0.4179,0.99,0.3704,0.5157,0.1918,0.0102,0.1098,0.9091,0.7416,0.3666,0.0623,0.2223,0.9086,0.2428,0.3103,0.4713,0.8485,0.3793,0.2252,0.3121,0.6115,0.664,0.3727,0.2686,0.9286,0.684,0.3995,0.4999,0.2119,0.6362,0.2997,0.6264,0.6248,0.8566,0.9459,411.72,1
Hydroxychloroquine,HMGCR,0.1752,0.1346,0.7578,0.2152,0.2388,0.6644,0.8054,0.1287,0.3649,0.1047,0.3507,0.7767,0.3047,0.2749,0.1621,0.4599,0.8522,0.6587,0.7656,0.6168,0.6822,0.6537,0.0449,0.237,0.6803,0.357,0.7379,0.8212,0.481,0.5314,0.253,0.6879,0.6402,0.6739,0.8638,0.9603,0.8682,0.4037,0.8,0.4089,867.03,0
Levobupivacaine,HMGCR,0.7685,0.7426,0.0576,0.0785,0.7543,0.743,0.0398,0.1241,0.4976,0.0162,0.621,0.3289,0.1219,0.2298,0.002,0.6677,0.5883,0.7731,0.2291,0.0922,0.6187,0.4245,0.2992,0.8718,0.8507,0.5947,0.2747,0.0725,0.7983,0.7863,0.5234,0.6454,0.3982,0.4273,0.9608,0.8587,0.3617,0.1682,0.7766,0.5032,211.55,1
Atorvastatin,TNF,0.4,0.2889,0.0671,0.5396,0.7833,0.295,0.7836,0.7422,0.1511,0.751,0.9905,0.4027,0.1965,0.9,0.4248,0.118,0.8622,0.059,0.3347,0.5525,0.8125,0.8939,0.9455,0.1727,0.0011,0.4828,0.0963,0.882,0.6123,0.2678,0.7353,0.0727,0.9152,0.509,0.8998,0.3546,0.8396,0.9471,0.7222,0.7041,638.22,0
Metformin,KCNH2,0.5058,0.8835,0.5512,0.6378,0.8542,0.7874,0.503,0.1135,0.9548,0.9161,0.2782,0.8008,0.5976,0.0315,0.5036,0.3945,0.2017,0.0291,0.9619,0.0124,0.7627,0.7662,0.1969,0.1975,0.8152,0.0389,0.4081,0.0794,0.8728,0.1788,0.3064,0.3426,0.2976,0.3528,0.3728,0.1041,0.8006,0.0755,0.2774,0.1326,615.94,0
Atorvastatin,TNF,0.6447,0.4283,0.4277,0.641,0.9541,0.1051,0.2307,0.6873,0.1715,0.8948,0.1747,0.0362,0.7783,0.5401,0.4481,0.992,0.6282,0.6938,0.8475,0.6622,0.1063,0.4196,0.6004,0.7476,0.6718,0.7898,0.2445,0.4801,0.1553,0.1518,0.5977,0.8237,0.7341,0.8808,0.3855,0.3253,0.7428,0.7361,0.0788,0.8466,947.31,0
Ibuprofen,HMGCR,0.9096,0.1717,0.2756,0.3566,0.7475,0.9867,0.8535,0.9903,0.1861,0.6333,0.8957,0.4686,0.1563,0.3363,0.3668,0.8291,0.6824,0.4408,0.8254,0.0561,0.0677,0.9706,0.3395,0.5045,0.0238,0.4131,0.7083,0.1432,0.0485,0.8872,0.3305,0.6868,0.2541,0.2553,0.8369,0.8224,0.0026,0.0442,0.1617,0.8167,574.32,0
Levobupivacaine,SCN4A,0.7076,0.9858,0.7926,0.2374,0.0545,0.337,0.2705,0.6819,0.3688,0.1211,0.5627,0.41,0.6815,0.9122,0.7271,0.4521,0.5123,0.0153,0.8281,0.0665,0.0355,0.2799,0.6408,0.6295,0.7456,0.1805,0.0958,0.739,0.2383,0.758,0.9988,0.7514,0.2837,0.082,0.0426,0.5986,0.9725,0.9028,0.7685,0.9471,106.01,1
Levobupivacaine,TNF,0.0455,0.1766,0.1286,0.2204,0.0208,0.2238,0.3204,0.0752,0.2126,0.5679,0.9958,0.2623,0.1512,0.1655,0.0942,0.7046,0.0268,0.3854,0.6383,0.7214,0.0628,0.4161,0.825,0.3882,0.3635,0.8131,0.8935,0.0361,0.2423,0.4971,0.3117,0.9311,0.0655,0.3716,0.1867,0.7181,0.9924,0.5114,0.724,0.0827,622.2,0
Metformin,TNF,0.8386,0.5676,0.9741,0.0405,0.7399,0.1387,0.063,0.5421,0.3128,0.0981,0.2542,0.9634,0.7174,0.3684,0.108,0.3337,0.4523,0.5575,0.5319,0.7286,0.5278,0.1461,0.4286,0.7572,0.2747,0.8537,0.6965,0.8986,0.6213,0.7081,0.2258,0.9064,0.5978,0.0388,0.3164,0.5026,0.022,0.2396,0.8562,0.1127,694.14,0
Levobupivacaine,TNF,0.9894,0.5693,0.0241,0.1847,0.0561,0.8122,0.9776,0.8344,0.0399,0.5128,0.1957,0.4974,0.6897,0.0976,0.5471,0.8688,0.5374,0.8673,0.829,0.2019,0.0089,0.4251,0.4618,0.5132,0.7413,0.5264,0.0758,0.7561,0.4395,0.7783,0.4351,0.7954,0.9949,0.2993,0.2555,0.1917,0.1898,0.1809,0.4383,0.164,837.46,0
Metformin,TNF,0.4725,0.3728,0.1182,0.8186,0.3159,0.5859,0.7954,0.9546,0.6143,0.8576,0.3557,0.4346,0.8603,0.9381,0.0307,0.9069,0.6119,0.1647,0.3477,0.0938,0.7396,0.8418,0.5398,0.4884,0.9851,0.6763,0.0729,0.2085,0.7441,0.0464,0.5563,0.3236,0.4522,0.2719,0.803,0.9074,0.1421,0.6032,0.4482,0.5803,555.2,0
Metformin,CYP2D6,0.9696,0.9515,0.3113,0.0031,0.1362,0.9517,0.1481,0.7277,0.2411,0.1992,0.5779,0.6894,0.6674,0.3359,0.3973,0.5661,0.342,0.9139,0.5527,0.7841,0.6456,0.2139,0.2051,0.5345,0.0502,0.6661,0.3558,0.8688,0.5335,0.1929,0.261,0.6464,0.2358,0.0072,0.8111,0.749,0.0781,0.878,0.0793,0.5881,65.12,1
Atorvastatin,TNF,0.5473,0.8439,0.5091,0.0439,0.9689,0.6477,0.4895,0.3097,0.971,0.933,0.0764,0.7435,0.067,0.3723,0.1963,0.0079,0.8526,0.0228,0.87,0.7722,0.4225,0.4191,0.9106,0.3631,0.2245,0.8899,0.743,0.3659,0.4725,0.59,0.2621,0.4467,0.0748,0.0147,0.0217,0.9721,0.4819,0.0373,0.6779,0.1142,109.03,1
Levobupivacaine,HMGCR,0.4596,0.8298,0.2161,0.127,0.3164,0.3406,0.3367,0.2512,0.1142,0.3862,0.3889,0.2625,0.8434,0.0609,0.2121,0.8136,0.5884,0.3973,0.1055,0.1998,0.0308,0.4589,0.5582,0.5306,0.4552,0.7697,0.8651,0.0935,0.4433,0.2499,0.6178,0.971,0.5271,0.527,0.4945,0.5227,0.7782,0.6217,0.551,0.7171,927.18,0
Metformin,HMGCR,0.3314,0.9742,0.7362,0.4202,0.0551,0.8364,0.0324,0.7838,0.0773,0.2182,0.0657,0.3031,0.6534,0.1023,0.4845,0.5297,0.939,0.6514,0.0297,0.2933,0.5223,0.0452,0.376,0.1395,0.7925,0.9383,0.4481,0.8866,0.2407,0.8391,0.2024,0.9917,0.6288,0.9813,0.9945,0.2304,0.9098,0.1508,0.0209,0.6853,50.74,1
Atorvastatin,CYP2D6,0.6576,0.4571,0.3575,0.3337,0.9496,0.2812,0.9272,0.7603,0.1742,0.5016,0.6578,0.0379,0.2106,0.9328,0.5365,0.0975,0.5938,0.1401,0.9067,0.2184,0.3731,0.9079,0.569,0.2325,0.3839,0.3855,0.4168,0.4103,0.9589,0.932,0.8047,0.0719,0.8388,0.1872,0.1229,0.0401,0.8753,0.7193,0.852,0.3821,9.09,1
Hydroxychloroquine,TNF,0.2298,0.0972,0.0385,0.1778,0.6087,0.2908,0.8394,0.4864,0.5424,0.8693,0.3441,0.9919,0.9397,0.6464,0.4135,0.0605,0.6214,0.7914,0.716,0.548,0.6548,0.4527,0.8845,0.6349,0.1869,0.9668,0.8766,0.6107,0.0164,0.5559,0.2547,0.2771,0.9084,0.6388,0.4052,0.0338,0.6318,0.5784,0.0123,0.3457,324.61,1
Atorvastatin,KCNH2,0.1049,0.7655,0.8777,0.1109,0.0361,0.0283,0.9869,0.0868,0.7475,0.2706,0.9707,0.0002,0.879,0.6128,0.1341,0.4915,0.8276,0.9637,0.5741,0.6456,0.3922,0.1386,0.4756,0.6287,0.7547,0.1158,0.3336,0.6229,0.7844,0.9512,0.5677,0.6871,0.9624,0.9172,0.3419,0.7308,0.3835,0.8537,0.269,0.5759,195.14,1
Atorvastatin,TNF,0.0272,0.3808,0.9439,0.9389,0.8334,0.252,0.2425,0.672,0.5591,0.1723,0.1032,0.4799,0.424,0.7885,0.4704,0.6753,0.8131,0.047,0.1391,0.944,0.1286,0.6001,0.2136,0.7641,0.4963,0.0992,0.9811,0.0016,0.128,0.338,0.2236,0.4877,0.8473,0.795,0.5933,0.5926,0.8292,0.9841,0.9144,0.8494,100.32,1
Metformin,HMGCR,0.2924,0.1903,0.6186,0.9113,0.1525,0.2614,0.6994,0.5904,0.8604,0.6396,0.8943,0.4449,0.5915,0.6298,0.7996,0.5063,0.4854,0.0318,0.9946,0.204,0.6553,0.6057,0.9394,0.3869,0.8817,0.1405,0.7912,0.9555,0.5309,0.0107,0.6565,0.3063,0.6209,0.523,0.3887,0.7722,0.2648,0.957,0.8126,0.3573,796.34,0
Ibuprofen,SCN4A,0.3958,0.4832,0.8065,0.7719,0.8024,0.2975,0.1182,0.0119,0.5936,0.6922,0.0263,0.8047,0.6698,0.2541,0.6776,0.2776,0.0429,0.9732,0.3179,0.5281,0.3299,0.4672,0.9887,0.3077,0.1845,0.76,0.7009,0.8874,0.389,0.7607,0.5474,0.6197,0.0423,0.3127,0.3357,0.1985,0.1626,0.9283,0.1784,0.7454,951.87,0
Ibuprofen,SCN4A,0.5521,0.9257,0.1211,0.252,0.6028,0.3686,0.4314,0.6424,0.1386,0.072,0.6549,0.0694,0.8446,0.9131,0.5184,0.782,0.7812,0.2091,0.0631,0.1138,0.5543,0.5771,0.8428,0.5872,0.7747,0.7129,0.7807,0.2776,0.4383,0.3213,0.3322,0.1134,0.8472,0.3303,0.9869,0.1385,0.5481,0.7058,0.2721,0.3427,68.27,1
Ibuprofen,KCNH2,0.2927,0.1714,0.2688,0.3237,0.1771,0.5767,0.8467,0.1324,0.1857,0.2528,0.9479,0.3115,0.355,0.246,0.1419,0.0781,0.7247,0.1819,0.432,0.4751,0.0067,0.5065,0.5668,0.5813,0.404,0.9994,0.3778,0.1606,0.8367,0.1536,0.9128,0.9247,0.8363,0.9611,0.2157,0.2456,0.145,0.1877,0.9529,0.8721,326.97,1
Atorvastatin,TNF,0.9841,0.8487,0.3252,0.6658,0.7526,0.2164,0.0081,0.8258,0.3576,0.1194,0.7073,0.7222,0.678,0.8212,0.6075,0.1889,0.9198,0.2695,0.0652,0.7895,0.9942,0.282,0.4956,0.4024,0.3401,0.4604,0.7698,0.6252,0.1372,0.503,0.913,0.7631,0.3722,0.4658,0.3309,0.7715,0.3299,0.9629,0.6133,0.1583,10.68,1
Metformin,CYP2D6,0.2917,0.4182,0.9608,0.2917,0.4545,0.6368,0.4807,0.6736,0.92,0.7107,0.0306,0.9794,0.7101,0.2811,0.5048,0.7586,0.4282,0.8045,0.5059,0.3107,0.7612,0.6559,0.4539,0.3744,0.5781,0.5744,0.4071,0.1308,0.9836,0.6638,0.9298,0.2761,0.7036,0.7145,0.3751,0.2756,0.0688,0.5799,0.314,0.5829,665.86,0
Levobupivacaine,TNF,0.441,0.1368,0.5122,0.5306,0.6381,0.1333,0.4347,0.0517,0.46,0.5286,0.6572,0.9962,0.3689,0.2544,0.8253,0.7791,0.6256,0.0376,0.4145,0.5916,0.4274,0.5002,0.2659,0.1182,0.3509,0.8628,0.3011,0.6752,0.6744,0.2182,0.9268,0.7961,0.0627,0.52,0.9218,0.5682,0.126,0.1338,0.7324,0.1597,317.52,1
Atorvastatin,KCNH2,0.1033,0.8484,0.0074,0.6513,0.8695,0.9309,0.691,0.5318,0.8742,0.8952,0.2885,0.18,0.4244,0.5804,0.1526,0.5043,0.5849,0.1123,0.7173,0.6722,0.7178,0.4899,0.6745,0.4926,0.5644,0.0191,0.9025,0.6597,0.0026,0.3004,0.6244,0.787,0.4386,0.2938,0.3064,0.0502,0.713,0.6145,0.2807,0.3696,276.06,1
Atorvastatin,KCNH2,0.2606,0.9696,0.3802,0.5192,0.2603,0.0261,0.2379,0.8054,0.0747,0.6767,0.7296,0.0716,0.4238,0.135,0.3884,0.1027,0.4359,0.7997,0.4809,0.1738,0.1395,0.155,0.869,0.3303,0.7611,0.536,0.9727,0.553,0.8203,0.8542,0.8723,0.6304,0.7976,0.4605,0.4608,0.43,0.0111,0.5319,0.3012,0.6812,118.08,1
Metformin,KCNH2,0.0483,0.2913,0.0078,0.4133,0.366,0.9082,0.1733,0.83,0.6867,0.2729,0.4521,0.4921,0.4062,0.3746,0.1008,0.0293,0.5682,0.6457,0.6882,0.0396,0.0158,0.037,0.0784,0.9641,0.8368,0.5481,0.1893,0.0421,0.9379,0.9518,0.4812,0.5922,0.9142,0.8515,0.8858,0.7441,0.6861,0.095,0.8248,0.5034,504.38,0
Hydroxychloroquine,SCN4A,0.5595,0.3035,0.2378,0.3479,0.9973,0.5472,0.6507,0.0854,0.4672,0.3382,0.6184,0.0354,0.5393,0.5045,0.5242,0.4075,0.4359,0.5899,0.2956,0.176,0.3828,0.8542,0.299,0.4341,0.3832,0.1199,0.0247,0.078,0.1354,0.46,0.3255,0.8171,0.8277,0.1698,0.7676,0.5998,0.1432,0.9531,0.3028,0.7255,11.84,1
Atorvastatin,TNF,0.7511,0.3905,0.4547,0.7777,0.5081,0.71,0.6413,0.0789,0.1731,0.4195,0.0237,0.4697,0.0451,0.8914,0.9035,0.3399,0.1786,0.3951,0.1667,0.5547,0.7049,0.5977,0.4878,0.189,0.0645,0.0742,0.5879,0.0394,0.6052,0.0015,0.054,0.8706,0.3405,0.9605,0.4825,0.6351,0.0194,0.5316,0.0425,0.2275,71.32,1
Hydroxychloroquine,TNF,0.1957,0.8141,0.3234,0.739,0.5585,0.2983,0.7518,0.775,0.0816,0.0983,0.2803,0.9447,0.997,0.3832,0.944,0.6411,0.5261,0.1094,0.665,0.5845,0.466,0.6731,0.2255,0.3734,0.6117,0.2399,0.9801,0.9875,0.6978,0.6698,0.4646,0.0837,0.4086,0.5234,0.0382,0.9563,0.4747,0.7418,0.5667,0.7334,816.76,0
Hydroxychloroquine,CYP2D6,0.3679,0.0104,0.0327,0.6962,0.2854,0.1738,0.2469,0.2327,0.3153,0.9213,0.3019,0.8421,0.3067,0.0443,0.0302,0.5795,0.1574,0.137,0.7983,0.6619,0.3046,0.4953,0.1859,0.0677,0.0808,0.8652,0.6396,0.0002,0.9345,0.7767,0.9225,0.2286,0.0848,0.093,0.4752,0.2631,0.6542,0.3436,0.7723,0.6275,718.08,0
Ibuprofen,KCNH2,0.0166,0.224,0.1163,0.3747,0.416,0.9473,0.0163,0.594,0.8206,0.6989,0.4476,0.0459,0.541,0.8186,0.3691,0.3824,0.6441,0.1932,0.4076,0.5339,0.0505,0.086,0.8109,0.0843,0.6402,0.8625,0.1209,0.3316,0.576,0.4125,0.9632,0.3641,0.9038,0.1415,0.4296,0.733,0.3711,0.8222,0.8777,0.5647,193.23,1
Metformin,KCNH2,0.8395,0.7059,0.5509,0.7757,0.5016,0.441,0.878,0.6088,0.6406,0.7252,0.8806,0.0221,0.2862,0.6163,0.3255,0.7293,0.761,0.7189,0.016,0.4571,0.2048,0.1323,0.5521,0.3433,0.356,0.6099,0.9883,0.6261,0.5478,0.4929,0.4449,0.3988,0.4131,0.2325,0.2113,0.583,0.3384,0.906,0.8463,0.8118,1.22,1
Hydroxychloroquine,HMGCR,0.78,0.4056,0.6956,0.9577,0.2584,0.4805,0.2063,0.6298,0.4621,0.6596,0.3692,0.4193,0.9361,0.6803,0.6332,0.3638,0.157,0.0574,0.3552,0.8733,0.6368,0.544,0.9805,0.5741,0.5456,0.8383,0.4575,0.4495,0.893,0.4736,0.7112,0.0068,0.6968,0.8238,0.7526,0.9814,0.9973,0.2385,0.0791,0.0012,123.16,1
Metformin,HMGCR,0.0633,0.3303,0.4045,0.689,0.2381,0.9857,0.418,0.3379,0.8455,0.4431,0.7036,0.1107,0.9748,0.09,0.7085,0.16,0.2546,0.2078,0.0564,0.2334,0.6045,0.9307,0.0271,0.6536,0.9443,0.9213,0.8005,0.6528,0.006,0.6923,0.6034,0.2954,0.5201,0.8742,0.4745,0.6829,0.7404,0.6789,0.369,0.1313,785.78,0
Ibuprofen,SCN4A,0.3649,0.8723,0.7315,0.4079,0.6005,0.3361,0.4685,0.0399,0.181,0.3794,0.3568,0.3701,0.9798,0.177,0.188,0.234,0.2603,0.4722,0.7742,0.5027,0.0241,0.4002,0.9161,0.262,0.8398,0.7551,0.7665,0.3433,0.7006,0.6418,0.6534,0.8739,0.3417,0.0375,0.3407,0.5172,0.9302,0.0534,0.3006,0.0358,418.37,1
Metformin,TNF,0.9553,0.9173,0.1633,0.7965,0.1837,0.1002,0.1873,0.5375,0.279,0.5499,0.201,0.6982,0.4352,0.5477,0.1839,0.7268,0.27,0.6317,0.0509,0.5686,0.7932,0.7623,0.8073,0.5542,0.9583,0.7031,0.3097,0.2137,0.1693,0.2371,0.7377,0.1418,0.9526,0.3195,0.027,0.7593,0.2317,0.0638,0.8957,0.6945,407.29,1
Atorvastatin,CYP2D6,0.392,0.948,0.1221,0.6093,0.5535,0.5869,0.5208,0.515,0.5541,0.7377,0.4629,0.3357,0.6053,0.2017,0.2844,0.7443,0.8002,0.156,0.1303,0.1198,0.5266,0.4862,0.9142,0.0891,0.522,0.9798,0.4852,0.3148,0.5734,0.4994,0.5999,0.0306,0.647,0.6509,0.5764,0.0392,0.6165,0.5599,0.8315,0.0646,450.65,1
Hydroxychloroquine,CYP2D6,0.5262,0.2726,0.8395,0.8777,0.7062,0.5548,0.9143,0.4331,0.5896,0.3561,0.2437,0.365,0.8217,0.8182,0.0255,0.704,0.3701,0.1968,0.494,0.896,0.015,0.5617,0.0464,0.3405,0.7008,0.2159,0.5284,0.2032,0.7254,0.5984,0.2128,0.916,0.9447,0.4106,0.3469,0.5181,0.441,0.1604,0.6193,0.2551,102.06,1
Metformin,KCNH2,0.3552,0.9125,0.3392,0.7132,0.1983,0.7731,0.2714,0.2795,0.3209,0.4931,0.0527,0.0797,0.1521,0.0244,0.5736,0.0219,0.4353,0.2071,0.3826,0.6569,0.588,0.9368,0.8174,0.7448,0.9502,0.8555,0.6221,0.6264,0.4088,0.1318,0.1317,0.5484,0.1228,0.7911,0.2579,0.0166,0.2364,0.0845,0.6713,0.4394,945.41,0
Levobupivacaine,CYP2D6,0.5961,0.737,0.4322,0.7699,0.7459,0.9551,0.5203,0.843,0.5043,0.6524,0.2142,0.904,0.382,0.8178,0.6976,0.85,0.9853,0.9075,0.8205,0.0436,0.7657,0.9592,0.3039,0.4862,0.4545,0.8747,0.0788,0.7991,0.8988,0.2591,0.3924,0.3286,0.2635,0.2588,0.4471,0.2826,0.0365,0.2839,0.7288,0.5695,402.74,1
Metformin,KCNH2,0.9782,0.1542,0.9476,0.6674,0.3597,0.3077,0.3087,0.3701,0.12,0.2768,0.0826,0.8263,0.3068,0.4645,0.005,0.4066,0.6909,0.6948,0.8276,0.0652,0.9483,0.7658,0.6304,0.1419,0.4148,0.665,0.2677,0.1151,0.5614,0.823,0.0227,0.2701,0.0633,0.9276,0.8961,0.7005,0.6385,0.9069,0.8092,0.432,159.28,1
Hydroxychloroquine,TNF,0.9975,0.6103,0.4241,0.092,0.9925,0.7218,0.9807,0.1268,0.011,0.8332,0.0474,0.3768,0.4877,0.5895,0.4329,0.8759,0.2708,0.2313,0.2508,0.8301,0.7391,0.6585,0.4357,0.6017,0.9679,0.0454,0.0288,0.4863,0.5825,0.0255,0.9099,0.1313,0.5689,0.2216,0.5019,0.9975,0.4947,0.6629,0.826,0.0281,534.57,0
Ibuprofen,CYP2D6,0.7747,0.0263,0.0035,0.4851,0.9791,0.4345,0.2206,0.7581,0.9051,0.2135,0.7386,0.5571,0.7976,0.1989,0.4567,0.3723,0.2582,0.955,0.8278,0.2258,0.1378,0.4797,0.9463,0.0227,0.0611,0.0355,0.2011,0.6295,0.8075,0.1428,0.189,0.731,0.3567,0.3059,0.2992,0.8097,0.3255,0.3368,0.9858,0.3307,262.31,1
Ibuprofen,KCNH2,0.4043,0.7084,0.938,0.0565,0.7986,0.7838,0.1093,0.6363,0.4415,0.8626,0.6951,0.4931,0.628,0.3885,0.6102,0.9809,0.0167,0.4869,0.1,0.7728,0.2018,0.1517,0.1254,0.9561,0.2878,0.7488,0.3976,0.1347,0.2015,0.2532,0.9911,0.7866,0.9214,0.0073,0.3912,0.2522,0.0241,0.5517,0.0124,0.1001,854.9,0
Hydroxychloroquine,TNF,0.4944,0.7336,0.0141,0.4475,0.3427,0.1643,0.1426,0.3092,0.2311,0.0047,0.1535,0.2159,0.1163,0.5754,0.7522,0.5557,0.1242,0.5836,0.5483,0.5795,0.9214,0.1234,0.3854,0.4447,0.6812,0.9511,0.3601,0.0297,0.0299,0.8278,0.519,0.8936,0.4492,0.0675,0.1596,0.9159,0.9263,0.1072,0.1669,0.7157,768.46,0
Atorvastatin,TNF,0.3567,0.7893,0.6623,0.7164,0.9372,0.5009,0.367,0.1511,0.3298,0.6437,0.0407,0.2305,0.2036,0.16,0.8667,0.1949,0.6087,0.6318,0.2536,0.8625,0.4189,0.5569,0.0271,0.5466,0.5169,0.3461,0.2044,0.8701,0.7466,0.2267,0.2097,0.9956,0.8689,0.6537,0.5208,0.3285,0.2379,0.0954,0.2002,0.1817,300.95,1
Atorvastatin,KCNH2,0.9856,0.1725,0.3229,0.4213,0.9988,0.0772,0.5529,0.4397,0.5177,0.4736,0.0238,0.4994,0.1326,0.3901,0.1565,0.551,0.9996,0.6733,0.9979,0.6073,0.1504,0.0709,0.7221,0.0557,0.7227,0.4496,0.8417,0.412,0.6596,0.1733,0.4463,0.4522,0.3439,0.5497,0.1269,0.5202,0.6087,0.6595,0.3088,0.9537,815.06,0
Ibuprofen,KCNH2,0.7078,0.6282,0.4704,0.0016,0.4623,0.5612,0.668,0.0659,0.9465,0.2471,0.7315,0.4235,0.2174,0.6756,0.396,0.1315,0.6833,0.5778,0.8141,0.6358,0.0399,0.63,0.8608,0.3188,0.3513,0.4141,0.0288,0.4945,0.5272,0.4606,0.5202,0.6052,0.0316,0.4575,0.9768,0.7286,0.3002,0.1215,0.7311,0.997,713.54,0
Ibuprofen,SCN4A,0.4489,0.1789,0.5473,0.3693,0.6146,0.169,0.5624,0.2228,0.721,0.9487,0.4234,0.4059,0.0308,0.9031,0.5988,0.0529,0.3787,0.3985,0.2121,0.84,0.017,0.3309,0.1662,0.4315,0.716,0.3896,0.7506,0.397,0.7341,0.5058,0.2324,0.6744,0.8887,0.23,0.5264,0.0578,0.7506,0.6293,0.0009,0.8751,114.6,1
Hydroxychloroquine,TNF,0.0121,0.9467,0.4085,0.0678,0.006,0.96,0.9055,0.964,0.9482,0.2132,0.4296,0.8374,0.8827,0.257,0.4894,0.1043,0.9485,0.2114,0.288,0.5487,0.6523,0.8342,0.6064,0.5812,0.0398,0.2967,0.1931,0.2408,0.4286,0.1831,0.2327,0.9978,0.5343,0.9652,0.6115,0.8605,0.2054,0.4125,0.5014,0.5669,537.51,0
Atorvastatin,KCNH2,0.5205,0.675,0.7744,0.7806,0.0435,0.5543,0.3603,0.1505,0.1121,0.4915,0.0637,0.0234,0.8442,0.7591,0.665,0.2899,0.1959,0.4722,0.6953,0.367,0.1664,0.3337,0.2184,0.1888,0.1076,0.3254,0.4399,0.3455,0.9963,0.4011,0.3303,0.3924,0.5967,0.2852,0.8862,0.5527,0.0029,0.0602,0.4766,0.8462,23.7,1
Ibuprofen,TNF,0.9839,0.0953,0.9307,0.7838,0.5006,0.5294,0.7123,0.275,0.1783,0.5587,0.8013,0.9612,0.5551,0.128,0.5675,0.3632,0.5341,0.6135,0.8847,0.8123,0.9034,0.4113,0.1345,0.1415,0.471,0.5671,0.1589,0.581,0.1122,0.1228,0.8856,0.9364,0.4494,0.6366,0.5498,0.5855,0.877,0.7551,0.7693,0.9431,926.39,0
Atorvastatin,CYP2D6,0.5231,0.187,0.0864,0.8064,0.6093,0.9723,0.2682,0.139,0.363,0.9552,0.2918,0.7916,0.7696,0.1882,0.3275,0.6706,0.8062,0.5407,0.5659,0.3733,0.4486,0.462,0.6005,0.0612,0.2434,0.3957,0.7582,0.4445,0.6005,0.1257,0.2995,0.9772,0.7037,0.8083,0.8734,0.7425,0.078,0.5577,0.9413,0.8319,461.28,1
Ibuprofen,HMGCR,0.1824,0.6635,0.8003,0.0303,0.3124,0.4984,0.6818,0.912,0.2443,0.6377,0.4199,0.8949,0.9999,0.8109,0.918,0.2652,0.821,0.5693,0.6232,0.7649,0.674,0.5301,0.205,0.0448,0.7286,0.6053,0.75,0.0793,0.4779,0.6146,0.4235,0.756,0.9597,0.0661,0.5943,0.8744,0.8747,0.5145,0.3243,0.363,810.53,0
Metformin,HMGCR,0.0221,0.4767,0.1287,0.0323,0.0991,0.6767,0.9258,0.9248,0.957,0.0724,0.442,0.6478,0.5819,0.8622,0.8224,0.947,0.9282,0.0921,0.1584,0.573,0.1564,0.8181,0.4246,0.9483,0.2442,0.3788,0.4308,0.4697,0.2996,0.7834,0.021,0.579,0.355,0.2535,0.4325,0.3024,0.619,0.7514,0.6374,0.6287,330.24,1
Levobupivacaine,KCNH2,0.3547,0.7363,0.0803,0.9034,0.7823,0.0467,0.9784,0.0595,0.1712,0.4163,0.882,0.284,0.6139,0.5422,0.7286,0.1459,0.0353,0.2195,0.9531,0.6093,0.0991,0.6304,0.5256,0.3271,0.6894,0.9776,0.2512,0.7591,0.3323,0.6627,0.5591,0.7707,0.1304,0.1877,0.9696,0.8678,0.277,0.8218,0.408,0.5171,126.58,1
